RU_1940,5L4Enmf30vs,https://www.youtube.com/watch?v=5L4Enmf30vs,حالة خوف الاطفال بعد قصف الطيران الروسي الغارية,2015-11-12T12:28:14.000Z,ابو سندس الحوراني-Abo Sundos alhorany,Eastern Al-Ghariyah,الغارية الشرقية,32.6783603,36.2606822,Scared children after shelling by Russian aircrafts on Ghariyah.,Alleged civilian casualties from Russian attacks
RU_1941,4bI0fd34fj8,https://www.youtube.com/watch?v=4bI0fd34fj8,وكالة قاسيون| رصد المقاتلات الحربية الروسية في سماء ريف درعا 12-11-2015,2015-11-12T11:27:55.000Z,Qasion news agency,Daraa,درعا,32.6228886,36.0819402,Qassioun Agency | Monitoring of Russian fighter jets in the skies of the countryside of Daraa,Alleged civilian casualties from Russian attacks
RU_1942,DSLSJ2AwcSc,https://www.youtube.com/watch?v=DSLSJ2AwcSc,لحظة إستهداف مدينة عربين بغارتين جويتين من قبل الطيران الروسي 12 11 2015,2015-11-12T11:00:57.000Z,SMO Syria,Eastern Ghouta,الغوطة الشرقية,33.5296468,36.3848593,"Moment of targeting Arbin City with two strikes by the Russian warplanes
",Alleged civilian casualties from Russian attacks
RU_1943,PZGqP2-Bgpk,https://www.youtube.com/watch?v=PZGqP2-Bgpk,دمار كبير بمسجد النورجراء قصف الطيران الروسي وطيران النظام,2015-11-11T17:48:07.000Z,Radio Al-Kul,Ter Maela,تير معلة,34.8015188,36.7085659,Desctruction in Al nour mosque as a result of the Russian airstrikes,Alleged civilian casualties from Russian attacks
RU_1944,qfLLF7oN_-k,https://www.youtube.com/watch?v=qfLLF7oN_-k,الطيران الحربي الروسي يقصف مدينة اللطامنة بريف حماة 11 11 2015,2015-11-11T09:53:26.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,"Russian warplanes bombed the city of Al-Lataminah countryside of Hama
",Alleged civilian casualties from Russian attacks
RU_1945,n4PAsMWP_Cs,https://www.youtube.com/watch?v=n4PAsMWP_Cs,البوكمال لحظة سقوط الصاروخ الثاني على المدنيين,2015-11-10T18:15:40.000Z,منتدى الثورة السورية-Syrian revolution forum,Al Bukamal,البوكمال,34.4505521,40.9170636,"Albu kamal moment of the fall of the second missile on civilians
",Alleged civilian casualties from Russian attacks
RU_1946,koWfIMdhnOo,https://www.youtube.com/watch?v=koWfIMdhnOo,وكالة قاسيون| قصف بالصواريخ العنقودية من جبل زين العابدين على بلدة الهبيط بريف ادلب 10-11-2015,2015-11-10T17:37:58.000Z,Qasion news agency,Hobait,الهبيط,35.4387845,36.5363219," Qassioun Agency | The bombing of cluster rockets from Mount Zine El Abidine on the town Alhbit Idlib countryside
",Alleged civilian casualties from Russian attacks
RU_1947,rayqaWbIyyY,https://www.youtube.com/watch?v=rayqaWbIyyY,#شاهد لحظة قصف الطيران الحربي الروسي قرية كفرناها بصاروخ متفجر وتصاعد أعمدة الدخان 2015/11/10 .,2015-11-10T17:08:20.000Z,Mohammed Rasoul,Kafar Naha,كفرناها,"36°9'56""N","36°58'32""E",# Witness the moment the Russian warplanes bombed the village of Kafer Naha with explosive missile and plumes of black smoke,Alleged civilian casualties from Russian attacks
RU_1948,gEn3Cb59ols,https://www.youtube.com/watch?v=gEn3Cb59ols,وكالة قاسيون| غارات روسية على بلدة كفرنبودة بريف حماة 10-11-2015,2015-11-10T16:56:36.000Z,Qasion news agency,Kafr Nabudah,كفر نبودة,35.433661,36.49441," Qassioun Agency | Russian Airstrike on the town  Kvrenbaudh Hama countryside
",Alleged civilian casualties from Russian attacks
RU_1949,BU6WEzsEzJA,https://www.youtube.com/watch?v=BU6WEzsEzJA,خان شيخون اكثر من 100 صاروخ روسي يستهدف المدينة قبل قليل,2015-11-10T16:29:32.000Z,ابو يوشع حمص,Khan Shaykhun,خان شيخون,35.44111,36.647174,"Khan Shaykhun more than 100 Russian rocket targeting the city shortly before
",Alleged civilian casualties from Russian attacks
RU_1950,74-u5Vpo-gY,https://www.youtube.com/watch?v=74-u5Vpo-gY,لحظة قصف الطيران الحربي الروسي قرية كفرناها بقنبلتين فراغيتين 2015/11/10,2015-11-10T15:14:11.000Z,Mohammed Rasoul,Kafar Naha,كفرناها,36.1647253,36.9886833,The moment of the bombing of Russian warplanes village Kfernaha with two  vacuum bombs,Alleged civilian casualties from Russian attacks
RU_1951,Y3uf1giuzfY,https://www.youtube.com/watch?v=Y3uf1giuzfY,وكالة قاسيون| قصف بصواريخ عنقودية يخلف 4 ضحايا في مخيم أوبين شمال اللاذقية 9-11-2015,2015-11-09T19:59:18.000Z,Qasion news agency,Obin,أوبين,"35°44'24.14""N","36° 6'17.93""E","Qassioun Agency | Bombardment with cluster missiles leaves four victims in Obin camp north of Lattakia 9/11/2015
",Alleged civilian casualties from Russian attacks
RU_1952,CvXSXww2tZY,https://www.youtube.com/watch?v=CvXSXww2tZY,وكالة قاسيون| آثار الغارات الروسية على النقطة الطبية التاسعة في بلدة التمانعة بريف إدلب 9-11-2015,2015-11-09T18:56:12.000Z,Qasion news agency,Tamana'ah nahiyah,التمانعة,35.4558544,36.7501276,Qassioun Agency | The effects of Russian air strikes on  ninth medical  point in the town of  Altmanah Idlieb countryside,Alleged civilian casualties from Russian attacks
RU_1953,m5n3suJH5OY,https://www.youtube.com/watch?v=m5n3suJH5OY,قصف بالصواريخ العنقودية على مدينة كفرزيتا بريف حماة 10 11 2015,2015-11-09T15:20:49.000Z,محمود الحموي-Mahmoud Alhamwi,KafrZita,كفر زيتا,35.373461,36.601458,"The bombing of cluster rockets on the city of Kafr Zita Hama countryside
",Alleged civilian casualties from Russian attacks
RU_1954,qrjH6LJG0yU,https://www.youtube.com/watch?v=qrjH6LJG0yU,مجزرة في قصف الطائرات الروسية سوقاً شعبياً في معرة النعمان بريف إدلب,2015-11-09T10:22:22.000Z,SMART News Agency - وكالة سمارت للأنباء,Maret Numan,معرة النعمان,35.6478097,36.6679429,massacre of the Russian aircraft bombing a popular market in Maart al noman Idlib countryside ,Alleged civilian casualties from Russian attacks
RU_1955,smfburBE46U,https://www.youtube.com/watch?v=smfburBE46U,الدفاع المدني فتح الشوارع وإزالة ركام الغارة الروسية على الحي الغربي في معرة النعمان 8-11-2015,2015-11-08T20:52:13.000Z,almarra today,Maret Numan,معرة النعمان,35.6478097,36.6679429,Civil defense opens streets and remove the rubble of Russian air strike on West Side in Maart ,Alleged civilian casualties from Russian attacks
RU_1956,Mua4dRKhU3Q,https://www.youtube.com/watch?v=Mua4dRKhU3Q,البوكمال حجم الدمار الهائل نتيجة القصف الروسي,2015-11-08T18:27:22.000Z,منتدى الثورة السورية-Syrian revolution forum,Al Bukamal,البوكمال,34.4505521,40.9170636,"Albu kamal massive scale of destruction as a result of Russian bombing
",Alleged civilian casualties from Russian attacks
RU_1957,8uf7fMtbB9g,https://www.youtube.com/watch?v=8uf7fMtbB9g,سراقبll8 11 2015الدفاع المدني يقوم باخراج شهيدة من انقاض غارة روسية,2015-11-08T18:04:00.000Z,الدفاع المدني ادلب-Idlib civil defense,Saraqib nahiyah,سراقب,35.863558,36.799534,"Civil Defense takeing out a martyr of the rubble of a Russian air strike
",Alleged civilian casualties from Russian attacks
RU_1958,7F1GgXkw3rE,https://www.youtube.com/watch?v=7F1GgXkw3rE,معاذ الشامي _ الطيران الروسي يستهدف السوق الشعبي في معرة النعمان ويخلف 10 قتلى والعديد من الجرحى,2015-11-08T17:05:58.000Z,معاذ الشامي-Muaz al shamy,Maret Numan,معرة النعمان,35.6478097,36.6679429,"Maaz al-Shami _ Russian warplanes targeting popular market in Maart and leaves 10 dead and many wounded
",Alleged civilian casualties from Russian attacks
RU_1959,b9XQjfolacA,https://www.youtube.com/watch?v=b9XQjfolacA,هام للاعلام رصد للطيران الحربي الروسي باجواء ريف حماة الشمالي وقصفه لاغلب القرى والمدن 8 11 2015,2015-11-08T16:50:54.000Z,Kafrzita,Hama,حماة,35.373461,36.601458,Important media monitoring warplanes Russian in the atmosphere of northern Hama countryside  and  the bombing most of the villages and towns ,Alleged civilian casualties from Russian attacks
RU_1960,iwWrUKrxNnU,https://www.youtube.com/watch?v=iwWrUKrxNnU,مجرزة مروعة يرتكبها طيران العدوان الروسي في سوق تجاري وسط معرة النعمان 8-11-2015,2015-11-08T16:39:10.000Z,almarra today,Maret Numan,معرة النعمان,35.6478097,36.6679429,"Horrifying massacre committed by the Russian aggression warplanes in central mall in the middel of Maart al noman
",Alleged civilian casualties from Russian attacks
RU_1961,KcZ2ktiVAqc,https://www.youtube.com/watch?v=KcZ2ktiVAqc,مركز المعرة الإعلامي - وداع الشهيد مصطفى شعرواي الذي قضى في مجزرة الطيران الروسي في السوق,2015-11-08T16:37:47.000Z,maara media center,Maret Numan,معرة النعمان,35.6478097,36.6679429,"Maara Media Center -  watch Mostafa Shaarawy, who died in a massacre in the Russain aircrafts ",Alleged civilian casualties from Russian attacks
RU_1962,iy5nPZccmAo,https://www.youtube.com/watch?v=iy5nPZccmAo,حمص: خاص تجمع ثوار سوريا من داخل المخيم المنكوب الذي دمره الطيران الحربي الروسي بالكامل,2015-11-08T16:34:22.000Z,تجمع ثوار سوريا SRG,HOMS,حمص,34.91639,36.733818,"Homs: Syria rebels a special gathering from inside the devastated camp, which completely destroyed by Russian warplanes",Alleged civilian casualties from Russian attacks
RU_1963,Go-lwf_62wY,https://www.youtube.com/watch?v=Go-lwf_62wY,ادلب | سراقب | شهيدين وعدة جرحى نتيجة غارة من طيران الاحتلال الروسي على مدينة سراقب 8 11 2015,2015-11-08T15:53:16.000Z,Edlib Media-Center,Saraqib nahiyah,سراقب,35.863558,36.799534,Two casualities and many injured as a result of a Russian airstrike,Alleged civilian casualties from Russian attacks
RU_1964,0RJ3RqLQzoU,https://www.youtube.com/watch?v=0RJ3RqLQzoU,الطيران الحربي الروسي يقصف مدينة اللطامنة بريف حماة ج3 8 11 2015,2015-11-08T15:34:30.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian warplanes bombed the city of Al-Lataminah countryside of Hama P3,Alleged civilian casualties from Russian attacks
RU_1965,mH6qpxYT1wQ,https://www.youtube.com/watch?v=mH6qpxYT1wQ,مجزرة جديدة للطيران الروسي في مدينة معرة النعمان 2015/11/8,2015-11-08T15:29:53.000Z,شبكة المعرة الآن-Maret network now,Maret Numan,معرة النعمان,35.6478097,36.6679429," New Massacre Russian warplanes in the city Maart al noman
",Alleged civilian casualties from Russian attacks
RU_1966,8N8V4TOgsDk,https://www.youtube.com/watch?v=8N8V4TOgsDk,وكالة قاسيون| تحليق لطيران الاستطلاع الروسي فوق ريف اللاذقية 8-11-2015,2015-11-08T09:17:41.000Z,Qasion news agency,Jabal Turkman,جبل التركمان,35.7874449N,36.0372269E,"Qassioun Agency | Aviation flight to the Russian reconnaissance over the countryside of Latakia
",Alleged civilian casualties from Russian attacks
RU_1967,Pneer06nENk,https://www.youtube.com/watch?v=Pneer06nENk,#حلب_نيوز || قصف الطيران الروسي على حلب القديمة,2015-11-07T20:03:59.000Z,شبكة حلب نيوز - Halab News Network,ALEPPO,حلب,36.2065528,37.0785454,"# Aleppo_News || Russian warplanes bombing the ancient Aleppo
",Alleged civilian casualties from Russian attacks
RU_1968,b2Q54ewO3dA,https://www.youtube.com/watch?v=b2Q54ewO3dA,وكالة قاسيون| انتشال ضحايا الغارات الروسية على مدينة دوما بريف دمشق 7-11-2015,2015-11-07T17:22:28.000Z,Qasion news agency,Duma,دوما,33.5709426,36.3968945,Qassioun Agency| Dig out victims of Russian air strikes on the city duma Damascus countryside ,Alleged civilian casualties from Russian attacks
RU_1969,hYxNiwtwQ10,https://www.youtube.com/watch?v=hYxNiwtwQ10,وكالة قاسيون| دمار هائل في منازل المدنيين خلفته الغارة الروسية على حمورية بريف دمشق 7-11-2015,2015-11-07T16:56:48.000Z,Qasion news agency,Hammuriyah,حمورية,33.5296468,36.3848593,Qassioun Agency | Massive destruction of civilian homes in the legacy of Russian air strike on Hamoria Damascus countryside ,Alleged civilian casualties from Russian attacks
RU_1970,Ux7DSQ8r7QE,https://www.youtube.com/watch?v=Ux7DSQ8r7QE,#هام: لحظة انتشال طفلة من تحت الانقاض عقب 4 صواريخ من الميغ الروسي على مدينة سقبا,2015-11-07T16:11:21.000Z,SMO Syria,Saqba,سقبا,36.3799215,33.5184752,"# IMPORTANT: The moment of  a child lifting from the rubble after four rockets from the Russian MiG over Sakba city
",Alleged civilian casualties from Russian attacks
RU_1971,vxi9_q1MNlc,https://www.youtube.com/watch?v=vxi9_q1MNlc,خطوة ||شاهد الغارة الجوية من الطيران الحربي الروسي على بلدة مرج السلطان بالغوطة الشرقية,2015-11-07T15:38:04.000Z,Step News Agency,Marj as Sultan,مرج السلطان,33.4924839,36.4694617,Step || watched the air strike of Russian warplanes on the town of Marj al-Sultan Eastern ghota,Alleged civilian casualties from Russian attacks
RU_1972,feLTVGw2cjI,https://www.youtube.com/watch?v=feLTVGw2cjI,وكالة قاسيون| ريف دمشق: أهالي حمورية يهرعون لإنقاذ الناجين من الغارة الروسية 7-11-2015,2015-11-07T15:13:39.000Z,Qasion news agency,Hammuriyah,حمورية,33.5296468,36.3848593,"Qassioun agency | Damascus: residents of al Hamoreya  rushing to rescue the survivors of the Russian air strike
",Alleged civilian casualties from Russian attacks
RU_1973,hcyOPwzdxqo,https://www.youtube.com/watch?v=hcyOPwzdxqo,الطيران الحربي الروسي يقصف قرية لحايا بريف حماة ج1 8 11 2015,2015-11-07T12:04:49.000Z,محمود الحموي-Mahmoud Alhamwi,Lahaya,لحايا,35.3348107,36.683026,"Russian warplanes bombed the city of Al-Lataminah countryside Hama P1
",Alleged civilian casualties from Russian attacks
RU_1974,SCgI794651g,https://www.youtube.com/watch?v=SCgI794651g,الطيران الحربي الروسي يقصف مدينة اللطامنة بريف حماة 8 11 2015,2015-11-07T12:04:33.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,"Russian warplanes bombed the city of Al-Lataminah countryside Hama
",Alleged civilian casualties from Russian attacks
RU_1975,oykZu8jbLd8,https://www.youtube.com/watch?v=oykZu8jbLd8,#حلب_نيوز|لحظة سقوط الصاروخ الفراغي من الطيران الروسي على حي باب النيرب7_11_2015,2015-11-07T09:22:04.000Z,شبكة حلب نيوز - Halab News Network,Bab Nayrab,باب النيرب,36.1957546,37.1656376,#Aleppo_news | The moment of vacume rocket falling by Russian air strikes over Bab al Nearb nighborhood ,Alleged civilian casualties from Russian attacks
RU_1976,KwR-injsBH4,https://www.youtube.com/watch?v=KwR-injsBH4,الغارية الشرقية آثار القصف بالقنابل العنقودية,2015-11-06T06:57:55.000Z,ابو سندس الحوراني-Abo Sundos alhorany,Eastern Al-Ghariyah,الغارية الشرقية,32.6783603,36.2606822,Ghariyah Al Sharkiyah: effects of shelling by cluster bombs.,Alleged civilian casualties from Russian attacks
RU_1977,4VRKHx0iyws,https://www.youtube.com/watch?v=4VRKHx0iyws,البوكمال الصور الأولى لشهداء المجزرة 5/11/2015,2015-11-05T11:22:16.000Z,منتدى الثورة السورية-Syrian revolution forum,Al Bukamal,البوكمال,34.4505521,40.9170636,"Albu kamal first pictures of the martyrs of the massacre
",Alleged civilian casualties from Russian attacks
RU_1978,PoeQKOuM8OA,https://www.youtube.com/watch?v=PoeQKOuM8OA,البوكمال مكان المجزرة التي ارتكبها الطيران,2015-11-05T11:15:59.000Z,منتدى الثورة السورية-Syrian revolution forum,Al Bukamal,البوكمال,34.4505521,40.9170636,"Albu kamal place of the massacre committed by the aviation
",Alleged civilian casualties from Russian attacks
RU_1979,cg_1MXNc8pw,https://www.youtube.com/watch?v=cg_1MXNc8pw,البوكمال لحظة قصف الطيران5/11/2015,2015-11-05T10:11:16.000Z,منتدى الثورة السورية-Syrian revolution forum,Al Bukamal,البوكمال,34.4505521,40.9170636,Albu kamal moment of the bombing by the aviation  ,Alleged civilian casualties from Russian attacks
RU_1980,qu0YMJllKYc,https://www.youtube.com/watch?v=qu0YMJllKYc,خطوة ||شاهد الصاروخ الذي لم ينفجر حيث يعتقد أنه روسي الصنع استهدف بلدة كفرنبودة بالريف الشمالي,2015-11-04T18:19:45.000Z,Step News Agency,Kafr Nabudah,كفر نبودة,35.433661,36.49441,"Step || watched the missile that did not explode where it is believed that the Russian-made attack northern town Kfrenbaudah countryside
",Alleged civilian casualties from Russian attacks
RU_1981,2T_yrgZBzQI,https://www.youtube.com/watch?v=2T_yrgZBzQI,"خطوة ||شاهد الطائرة الحربية الروسية التي خرقت الهدنة من خلال قصفها لبلدتي ""رام حمدان و معرة مصرين""",2015-11-04T15:36:26.000Z,Step News Agency,Ram hamdan,رام حمدان,"36° 1'38.18""N","36°42'47.68""E",Step || watch  Russian warplanes that violated the truce by bombing two towns - Ram Hamdan and Maarrat Misrin,Alleged civilian casualties from Russian attacks
RU_1982,yF62GMR2UcM,https://www.youtube.com/watch?v=yF62GMR2UcM,"خطوة || اللحظات الأولى للقصف الجوي الروسي الذي استهدف حي ""المشهد """,2015-11-03T17:27:13.000Z,Step News Agency,Mashhad,حي المشهد,36.1877469,37.1292481,"Step || The first moments of the Russian air strikes that targeted the ""scene"" neighborhood
",Alleged civilian casualties from Russian attacks
RU_1983,8oUEmT_Blu4,https://www.youtube.com/watch?v=8oUEmT_Blu4,آثار الدمار نتيجة القصف الروسي على حي المشهد بحلب ٣-١١-٢٠١٥,2015-11-03T16:48:31.000Z,مركز حلب الإعلامي AMC-Aleppo media centre,Mashhad,حي المشهد,36.1877469,37.1292481,"The effects of mass as a result of Russian bombardments on ""scene"" nighborhood  in Aleppo ",Alleged civilian casualties from Russian attacks
RU_1984,VkxWyI42sUQ,https://www.youtube.com/watch?v=VkxWyI42sUQ,حمص ـ مدينة تلبيسة 3 ـ 11ـ 2015,2015-11-03T16:40:35.000Z,تجمع ثوار سوريا SRG,Talbisah,تلبيسة,34.833601,36.735749,Homs _ Tal bessa village  ,Alleged civilian casualties from Russian attacks
RU_1985,37T9Dmj3Guc,https://www.youtube.com/watch?v=37T9Dmj3Guc,حلب_نيوز | آثار الدمار جراء قصف طيران #العدوان_الروسي لحيّ المشهد 3-11-2015,2015-11-03T16:17:01.000Z,شبكة حلب نيوز - Halab News Network,Mashhad,حي المشهد,36.1877469,37.1292481,# Aleppo_news | The effects of the destruction caused by the bombing of #Russain airsteaik nighborhood al mashahad ,Alleged civilian casualties from Russian attacks
RU_1986,YDQSNRtVs6k,https://www.youtube.com/watch?v=YDQSNRtVs6k,#حلب_نيوز | آثار الدمار جراء قصف طيران #العدوان_الروسي لحيّ بستان القصر 3-11-2015,2015-11-03T16:09:05.000Z,شبكة حلب نيوز - Halab News Network,Bustan al-Qasr,بستان القصر,36.1929617,37.1322656,# Aleppo_news | The effects of the destruction caused by the bombing of #Russain airsteaik nighborhood Bostan al kaser ,Alleged civilian casualties from Russian attacks
RU_1987,pZBoFF3kA_g,https://www.youtube.com/watch?v=pZBoFF3kA_g,الطائرات الروسية مستمرة في قصف المشافي والمراكز الطبية بحلب,2015-11-03T14:58:15.000Z,SMART News Agency - وكالة سمارت للأنباء,Khan al-Asl,خان العسل,36.1708275,37.037142,Russian aircraft bombed continuously in hospitals and medical centers in Aleppo,Alleged civilian casualties from Russian attacks
RU_1988,f2pF2xMk0Sc,https://www.youtube.com/watch?v=f2pF2xMk0Sc,الطائرات الروسية تقصف سوقاً في معرة النعمان بريف إدلب,2015-11-02T16:12:52.000Z,SMART News Agency - وكالة سمارت للأنباء,Maret Numan,معرة النعمان,35.6478097,36.6679429,Russian planes bombed a market in Maart al noman Idlib countryside ,Alleged civilian casualties from Russian attacks
RU_1989,0O373B9Cxcc,https://www.youtube.com/watch?v=0O373B9Cxcc,مكان قصف الطيران الروسي لسوق شعبي في مدينة معرة النعمان بريف إدلب 2-11-2015,2015-11-02T14:16:06.000Z,maara media center,Maret Numan,معرة النعمان,35.6478097,36.6679429,Russian warplanes bombing local shops in maraat al noman in Idlib countryside ,Alleged civilian casualties from Russian attacks
RU_1990,G4sYAihXD-U,https://www.youtube.com/watch?v=G4sYAihXD-U,شهيدة وعدد من الجرحى جراء قصف للطائرات الروسية لسوق تجاري وسط معرة النعمان بريف إدلب 2-11-2015,2015-11-02T13:15:17.000Z,almarra today,Maret Numan,معرة النعمان,35.6478097,36.6679429,one victime and number of wounded caused of Russian airforces bombing trade market in marat al nomaan in Idlib countryside ,Alleged civilian casualties from Russian attacks
RU_1991,gd3rP6V5hEU,https://www.youtube.com/watch?v=gd3rP6V5hEU,مكان الغارة الجوية الثانية للطيران الروسي التي استهدفت وسط مدينة معرة النعمان,2015-11-02T11:24:48.000Z,شبكة المعرة الآن-Maret network now,Maret Numan,معرة النعمان,35.6478097,36.6679429,secound Russain air strike targeting Marat al Noman downtown ,Alleged civilian casualties from Russian attacks
RU_1992,UtKvSJ9LZbg,https://www.youtube.com/watch?v=UtKvSJ9LZbg,مجزرة في دوما ارتكبتها قوات النظام المدعوة بالطيران الروسي في 30 10 2015 (+18),2015-11-01T21:38:40.000Z,المركز الصحفي السوري-Syrian Press Centre,Duma,دوما,33.5709426,36.3968945,Dumaa massacare  was made by regime forces wich called Russian warplans ,Alleged civilian casualties from Russian attacks
RU_1993,eWF65SulLX0,https://www.youtube.com/watch?v=eWF65SulLX0,وكالة قاسيون| ريف حلب: لحظة قصف الطيران الروسي على قرية الحميرة 1-11-2015,2015-11-01T17:06:56.000Z,Qasion news agency,Al Hmera,الحميرة,36.0321983,36.9620203,"Agency Qassioun | Aleppo: the moment the Russian airforces bombed the village of Humera
",Alleged civilian casualties from Russian attacks
RU_1994,acfBDvtdzBg,https://www.youtube.com/watch?v=acfBDvtdzBg,بيان لهيئة إدارة الكوارث في الغوطة الشرقية وحي جوبر يطالب بوقف العدوان الروسي على المدنيين,2015-11-01T15:30:35.000Z,SMART News Agency - وكالة سمارت للأنباء,Eastern Ghouta,الغوطة الشرقية,33.5296468,36.3848593,Statement of disaster management in the Eastern Ghouta and Jobar nighborhood demands an end to Russian aggression on civilians ,Alleged civilian casualties from Russian attacks
RU_1995,2vRqQpsQfIE,https://www.youtube.com/watch?v=2vRqQpsQfIE,وكالة قاسيون|ريف دمشق:اثار الدمار في الاحياء السكنية نتيجة قصف الطيران الروسي منطقة المرج 1-11-2015,2015-11-01T15:04:44.000Z,Qasion news agency,Marj as Sultan,مرج السلطان,33.4924839,36.4694617,"Agency Qassioun | Damascus: the effects of the destruction in residential neighborhoods as a result of the bombing of the Russian aviation Marge eara
",Alleged civilian casualties from Russian attacks
RU_1996,jj1yjruk3os,https://www.youtube.com/watch?v=jj1yjruk3os,هيئة إدارة الكوراث في الغوطة تطالب بلجنة تحقيق للتأكد من مدنيّة الأهداف التي دمرتها الطائرات الروسية,2015-11-01T13:49:14.000Z,SMART News Agency - وكالة سمارت للأنباء,Eastern Ghouta,الغوطة الشرقية,33.5296468,36.3848593,"Disaster Management Authority in Ghouta demanded a commission of inquiry to make sure that civilian targets  was destroyed by Russian aircraft
",Alleged civilian casualties from Russian attacks
RU_1997,_GIn-Nkh8LY,https://www.youtube.com/watch?v=_GIn-Nkh8LY,استهداف مدينة دوما بصواريخ موجهة من الطيران الحربي الروسي 1-11-2015,2015-11-01T09:34:12.000Z,SMO Syria,Duma,دوما,33.5709426,36.3968945,"Dumaa  target the city with rockets was targeted by  Russian warplanes
",Alleged civilian casualties from Russian attacks
RU_1998,j7cSU3TyOp8,https://www.youtube.com/watch?v=j7cSU3TyOp8,ليومين على التوالي، الطائرات الروسية تقصف حي الفردوس في حلب,2015-11-01T09:08:37.000Z,SMART News Agency - وكالة سمارت للأنباء,Al Fardos,حي الفردوس,36.1812116,37.1466422,"For two days in a row, Russian warplanes bombed the Paradise neighborhood in Aleppo
",Alleged civilian casualties from Russian attacks
RU_1999,PYHw65PfZXQ,https://www.youtube.com/watch?v=PYHw65PfZXQ,6 قتلى في حي كرم النزهة بحلب والطيران الروسي مستمر في قصف الأحياء السكنية,2015-11-01T09:08:30.000Z,SMART News Agency - وكالة سمارت للأنباء,Al-Nuzaha,النزهة,36.2253839,37.1421361,"6 dead in Karam Nuzha neighborhood in Aleppo and the Russian warplans  continuous shelling residential neighborhoods
",Alleged civilian casualties from Russian attacks
RU_2000,pe1z_uJ8KWQ,https://www.youtube.com/watch?v=pe1z_uJ8KWQ,أربع غارات للطيران الروسي تخرج معمل «الوطنية للأدوية» بريف حلب عن العمل,2015-10-31T16:01:14.000Z,SMART News Agency - وكالة سمارت للأنباء,Khan al-Asl,خان العسل,36.1708275,37.037142,"Four Russian air strikes come out lab «National Medicines» in Rural Aleppo from work
",Alleged civilian casualties from Russian attacks
RU_2001,db44lw_LcPk,https://www.youtube.com/watch?v=db44lw_LcPk,الطائرات الروسية ترتكب مجزرة جديدة في مدينة دوما بغوطة دمشق الشرقية,2015-10-31T12:55:51.000Z,SMART News Agency - وكالة سمارت للأنباء,Duma,دوما,33.5709426,36.3968945,"Russian aircraft committed a new massacre in the city Dumaa , east ghota of Damascus
",Alleged civilian casualties from Russian attacks
RU_2002,eBSkM5E_Agk,https://www.youtube.com/watch?v=eBSkM5E_Agk,#حلب_نيوز | آثار الدمار جراء قصف طيران العداون الروسي لحيّ طريق الباب 31-10-2015,2015-10-31T10:42:02.000Z,شبكة حلب نيوز - Halab News Network,Tarek El bab,حي طريق الباب,36.2105631,37.1996588,"#Aleppo_News  | The destruction caused by bombing by aircraft of Russian aggression on the neighborhood of al-Bab Street.
",Alleged civilian casualties from Russian attacks
RU_2003,ApxDw1i2Qvw,https://www.youtube.com/watch?v=ApxDw1i2Qvw,#حلب_نيوز | آثار الدمار جراء قصف طيران العداون الروسي لحيّ الشعار 31-10-2015,2015-10-31T10:22:52.000Z,شبكة حلب نيوز - Halab News Network,Alshaar,حي الشعار,36.2068363,37.1793009,"#Aleppo_News  | The effects of the destruction caused by the bombing of Flight Russian aggression neighborhood Tarek Al Bab
",Alleged civilian casualties from Russian attacks
RU_2004,U-6DQYzVmV4,https://www.youtube.com/watch?v=U-6DQYzVmV4,دوما - الغوطة الشرقية : غارتين من طائرتين روسيتين 1-11-2015,2015-10-31T08:43:52.000Z,Anas ALkhole,Duma,دوما,33.5709426,36.3968945,Duma - Eastren Ghota : two Russian airstrikes,Alleged civilian casualties from Russian attacks
RU_2005,k1q5zXhxfTE,https://www.youtube.com/watch?v=k1q5zXhxfTE,دوما - الغوطة الشرقية : الغارة الثانية من الطيران الروسي بثلاث صواريخ1-11-2015,2015-10-31T08:40:05.000Z,Anas ALkhole,Duma,دوما,33.5709426,36.3968945,"Duma - Eastern Ghouta: The second airstrike  of the Russian warplanes with three missiles
",Alleged civilian casualties from Russian attacks
RU_2006,u08BnReE5Go,https://www.youtube.com/watch?v=u08BnReE5Go,حلب - الزيارة : مخلفات قصف الطيران الحربي الروسي المزعوم لقنابل عنقودية على البلدة 14-10-2015,2015-10-31T08:36:42.000Z,Syrian Network for Human Rights,Az Ziyarah,زيارة,35.7666667,37.2333333,Aleppo - visit: remnants of Russian warplanes the alleged bombed cluster bombs on the town ,Alleged civilian casualties from Russian attacks
RU_2007,85hYOAQfkjE,https://www.youtube.com/watch?v=85hYOAQfkjE,دوما - الغوطة الشرقية : الغارة الأولى للطيران الروسي 1-11-2015,2015-10-31T08:34:32.000Z,Anas ALkhole,Duma,دوما,33.5709426,36.3968945,Dumaa - Eastern Ghouta: the first air strike of the Russian aviation ,Alleged civilian casualties from Russian attacks
